customerid,contract_key,payment_method_key,service_key,churn_reason_key,count,tenure_months,monthly_charges,total_charges,churn_value,churn_score,cltv,is_churned,is_month_to_month,revenue_at_risk
6358-LYNGM,2,3,258,14,1,1,74.9,74.9,1,84,2548,True,True,74.9
5494-HECPR,2,3,131,14,1,1,80.25,80.25,1,69,2502,True,True,80.25
9824-BEMCV,2,3,129,5,1,17,69.0,1149.65,1,77,3368,True,True,69.0
1373-ORVIZ,2,3,199,5,1,11,66.35,740.8,1,91,2860,True,True,66.35
9866-QEVEE,2,1,259,5,1,19,86.0,1532.45,1,98,4857,True,True,86.0
9897-KXHCM,2,3,130,5,1,3,80.3,250.05,1,72,3212,True,True,80.3
7979-CORPM,2,2,276,8,1,24,90.55,2282.55,1,67,5927,True,True,90.55
1618-CFHME,2,3,258,8,1,2,75.9,143.35,1,86,2101,True,True,75.9
3165-HDOEW,2,4,65,8,1,1,45.85,45.85,1,73,3706,True,True,45.85
6581-NQCBA,2,3,8,8,1,16,49.95,810.2,1,78,4840,True,True,49.95
1689-MRZQR,1,3,131,8,1,34,78.3,2564.3,1,77,2777,True,True,78.3
5835-BEQEU,2,3,258,8,1,3,76.95,228.4,1,92,4428,True,True,76.95
5565-FILXA,2,3,261,8,1,16,96.15,1529.2,1,96,5913,True,True,96.15
5552-ZNFSJ,1,3,65,8,1,1,45.3,45.3,1,66,4568,True,True,45.3
2223-KAGMX,1,1,193,8,1,15,19.4,289.3,1,87,5379,True,True,19.4
7321-PKUYW,1,3,264,5,1,11,90.15,987.95,1,66,5250,True,True,90.15
2833-SLKDQ,1,4,65,15,1,1,45.05,45.05,1,98,4094,True,True,45.05
7595-EUIVN,1,3,145,15,1,1,75.8,75.8,1,70,3940,True,True,75.8
2026-TGDHM,2,3,130,15,1,7,79.3,523.15,1,69,3830,True,True,79.3
4030-VPZBD,2,3,5,15,1,2,30.9,59.05,1,98,2860,True,True,30.9
4187-CINZD,3,2,148,15,1,46,95.25,4424.2,1,90,3180,True,False,95.25
6818-WOBHJ,2,1,275,15,1,68,89.6,6127.6,1,69,5651,True,True,89.6
2408-TZMJL,4,3,317,15,1,59,110.15,6448.05,1,97,4601,True,False,110.15
9134-CEQMF,2,3,132,15,1,7,89.5,676.7,1,89,3077,True,True,89.5
7993-PYKOF,1,3,161,15,1,8,75.0,632.95,1,80,2587,True,True,75.0
5027-XWQHA,1,3,65,15,1,6,44.75,270.95,1,78,2087,True,True,44.75
4566-QVRRW,2,3,65,15,1,11,44.05,483.7,1,84,3200,True,True,44.05
8519-IMDHU,2,1,259,15,1,15,85.6,1345.55,1,83,4981,True,True,85.6
0201-OAMXR,3,2,321,15,1,70,115.55,8127.6,1,87,4838,True,False,115.55
3372-KWFBM,2,3,260,15,1,16,86.6,1281.0,1,81,2508,True,True,86.6
7831-QGOXH,2,3,260,8,1,18,85.2,1553.9,1,77,3326,True,True,85.2
6393-WRYZE,2,3,261,8,1,34,97.65,3207.55,1,87,3979,True,True,97.65
6599-RCLCJ,2,3,289,8,1,47,109.55,5124.55,1,90,5863,True,True,109.55
9831-BPFRI,4,3,286,17,1,39,89.55,3474.45,1,65,3849,True,False,89.55
1725-MIMXW,2,4,193,18,1,1,19.45,19.45,1,78,5687,True,True,19.45
0031-PVLZI,1,4,193,3,1,4,20.35,76.35,1,81,4133,True,True,20.35
7206-GZCDC,2,3,129,5,1,1,69.25,69.25,1,75,4371,True,True,69.25
4791-QRGMF,4,1,269,6,1,59,99.5,5961.1,1,76,6098,True,False,99.5
1768-ZAIFU,2,3,1,4,1,1,25.2,25.2,1,67,5688,True,True,25.2
4671-LXRDQ,2,4,65,3,1,2,45.0,96.45,1,93,5704,True,True,45.0
1934-SJVJK,1,4,193,3,1,1,20.15,20.15,1,70,4103,True,True,20.15
3838-OZURD,2,2,285,5,1,66,105.0,7133.25,1,96,5723,True,True,105.0
9269-CQOOL,2,2,67,5,1,3,54.7,169.45,1,66,3335,True,True,54.7
2845-HSJCY,2,3,267,5,1,14,87.25,1258.6,1,78,4786,True,True,87.25
1184-PJVDB,2,3,131,6,1,10,79.95,857.2,1,68,5640,True,True,79.95
9415-DPEWS,2,3,264,6,1,18,88.35,1639.3,1,96,5727,True,True,88.35
7943-RQCHR,2,3,261,6,1,9,94.75,889.9,1,83,2893,True,True,94.75
3793-MMFUH,2,3,261,4,1,13,95.05,1290.0,1,97,2230,True,True,95.05
3249-ZPQRG,1,3,274,4,1,4,78.45,330.05,1,67,5048,True,True,78.45
2568-BRGYX,2,3,129,3,1,4,70.2,237.95,1,92,5094,True,True,70.2
7721-JXEAW,2,1,18,5,1,59,41.05,2452.7,1,70,4324,True,True,41.05
7249-WBIYX,2,3,260,6,1,10,85.6,813.85,1,70,5146,True,True,85.6
6567-HOOPW,2,3,131,4,1,1,79.2,79.2,1,76,4363,True,True,79.2
3164-AALRN,4,4,76,3,1,5,70.0,347.4,1,77,2673,True,False,70.0
3334-CTHOL,2,1,194,3,1,1,49.95,49.95,1,71,2041,True,True,49.95
4704-ERYFC,2,3,129,5,1,22,69.25,1554.0,1,85,2159,True,True,69.25
8621-MNIHH,2,3,283,5,1,34,94.25,3217.55,1,88,3369,True,True,94.25
0471-LVHGK,4,3,205,5,1,41,73.0,3001.2,1,86,2041,True,False,73.0
9518-RWHZL,4,2,269,6,1,64,100.05,6254.2,1,69,5452,True,False,100.05
5419-CONWX,2,2,156,6,1,4,99.8,442.85,1,89,2268,True,True,99.8
6240-EURKS,2,3,2,6,1,18,35.0,553.0,1,76,2649,True,True,35.0
6960-HVYXR,1,3,258,4,1,1,76.0,76.0,1,72,2567,True,True,76.0
7024-OHCCK,2,3,261,8,1,2,93.85,170.85,1,72,4193,True,True,93.85
7861-UVUFT,2,3,139,3,1,15,84.3,1308.4,1,86,4003,True,True,84.3
5357-TZHPP,2,2,259,5,1,9,84.4,732.5,1,83,5745,True,True,84.4
0680-DFNNY,2,3,269,6,1,15,101.1,1504.05,1,97,2055,True,True,101.1
7767-UXAGJ,2,3,194,4,1,1,50.45,50.45,1,68,2928,True,True,50.45
1571-SAVHK,2,4,265,3,1,12,99.95,1132.75,1,80,5598,True,True,99.95
9546-CQJSU,2,3,268,3,1,2,91.4,193.6,1,80,5100,True,True,91.4
0506-LVNGN,2,2,137,5,1,5,75.55,349.65,1,97,4028,True,True,75.55
2951-QOQTK,1,2,262,5,1,4,80.8,332.45,1,72,5436,True,True,80.8
3473-XIIIT,2,3,277,5,1,16,100.0,1534.75,1,68,3794,True,True,100.0
7893-IXHRQ,1,3,193,6,1,1,20.55,20.55,1,87,5636,True,True,20.55
2952-QAYZF,2,3,282,6,1,5,85.3,424.15,1,81,2264,True,True,85.3
4763-PGDPO,1,3,129,6,1,4,70.4,281.0,1,88,4494,True,True,70.4
5394-SVGJV,1,1,265,4,1,37,98.8,3475.55,1,82,3066,True,True,98.8
9283-LZQOH,2,2,258,4,1,13,74.4,896.75,1,89,3687,True,True,74.4
7079-QRCBC,2,3,269,3,1,24,98.75,2407.3,1,85,4016,True,True,98.75
5469-CTCWN,4,3,309,5,1,61,106.0,6547.7,1,92,4334,True,False,106.0
9851-QXEEQ,2,3,285,6,1,41,104.7,4346.4,1,84,3316,True,True,104.7
9809-IMGCQ,2,3,261,4,1,22,96.7,2082.95,1,93,4458,True,True,96.7
5208-HFSBT,2,2,85,3,1,2,55.05,102.75,1,81,5855,True,True,55.05
3254-YRILK,2,3,276,3,1,19,88.2,1775.8,1,69,5683,True,True,88.2
2667-WYLWJ,4,4,193,5,1,8,19.75,145.0,1,89,2247,True,False,19.75
0529-ONKER,1,3,258,5,1,15,75.65,1146.65,1,96,2099,True,True,75.65
5240-IJOQT,2,3,258,5,1,1,74.7,74.7,1,88,3348,True,True,74.7
1092-GANHU,2,3,137,6,1,17,76.65,1313.55,1,87,3182,True,True,76.65
0661-XEYAN,2,4,1,6,1,1,25.8,25.8,1,97,3884,True,True,25.8
7881-EVUAD,2,3,50,6,1,2,42.6,72.4,1,79,4648,True,True,42.6
5766-XQXMQ,2,1,122,4,1,29,68.85,1970.5,1,79,5449,True,True,68.85
3703-VAVCL,1,2,142,4,1,2,90.0,190.05,1,99,3902,True,True,90.0
8519-QJGJD,1,3,137,1,1,14,75.35,1025.95,1,71,4995,True,True,75.35
6326-MTTXK,1,3,277,1,1,8,100.85,819.55,1,97,3849,True,True,100.85
0330-IVZHA,1,3,129,1,1,5,69.95,330.15,1,81,2969,True,True,69.95
2886-KEFUM,4,3,285,2,1,63,107.5,6873.75,1,96,6144,True,False,107.5
4237-RLAQD,2,4,65,2,1,1,45.85,45.85,1,94,5930,True,True,45.85
9651-GTSAQ,4,1,188,2,1,53,106.1,5769.75,1,94,4471,True,False,106.1
3186-BAXNB,1,3,151,1,1,1,91.7,91.7,1,71,4319,True,True,91.7
0637-YLETY,2,2,283,1,1,16,95.6,1555.65,1,96,5915,True,True,95.6
1157-BQCUW,2,3,258,1,1,1,74.95,74.95,1,82,2591,True,True,74.95
2660-EMUBI,2,3,261,2,1,10,95.35,898.35,1,75,5353,True,True,95.35
7675-OZCZG,1,3,65,4,1,3,45.0,127.1,1,77,4145,True,True,45.0
2003-CKLOR,1,3,156,14,1,66,99.5,6710.5,1,73,4001,True,True,99.5
9254-RBFON,3,1,144,14,1,17,98.6,1704.95,1,91,5160,True,False,98.6
1205-WNWPJ,2,4,71,14,1,7,59.5,415.95,1,91,4661,True,True,59.5
9391-EOYLI,2,3,130,4,1,12,80.45,950.2,1,69,5374,True,True,80.45
8387-MOJJT,2,2,131,4,1,42,77.95,3384.0,1,82,5396,True,True,77.95
2761-OCIAX,2,3,145,4,1,2,74.7,165.4,1,81,2803,True,True,74.7
3068-OMWZA,2,3,268,4,1,1,88.8,88.8,1,91,3106,True,True,88.8
6032-KRXXO,2,3,132,4,1,30,90.25,2755.35,1,84,5654,True,True,90.25
7459-RRWQZ,2,1,227,4,1,15,64.65,994.55,1,89,4780,True,True,64.65
4154-AQUGT,2,1,150,4,1,13,89.05,1169.35,1,82,3861,True,True,89.05
3092-IGHWF,3,3,282,4,1,67,87.4,5918.8,1,65,4421,True,False,87.4
8017-LXHFA,2,3,148,4,1,23,94.75,2293.6,1,95,2740,True,True,94.75
6352-TWCAU,2,3,260,4,1,35,86.45,3029.1,1,68,5874,True,True,86.45
2929-QNSRW,4,3,277,4,1,56,98.25,5508.35,1,97,4886,True,False,98.25
1262-OPMFY,2,1,137,4,1,9,75.75,655.9,1,96,5105,True,True,75.75
4248-QPAVC,2,1,298,4,1,17,85.35,1463.45,1,70,3209,True,True,85.35
1899-VXWXM,4,2,285,4,1,48,106.1,5082.8,1,69,5898,True,False,106.1
4690-LLKUA,2,3,65,9,1,17,45.05,770.6,1,65,3797,True,True,45.05
3331-HQDTW,2,4,317,9,1,34,109.8,3587.25,1,78,3410,True,True,109.8
9490-DFPMD,2,3,260,9,1,42,84.65,3541.35,1,76,4871,True,True,84.65
5442-XSDCW,2,1,131,9,1,11,79.5,868.5,1,68,3469,True,True,79.5
3049-NDXFL,1,4,259,9,1,1,85.8,85.8,1,99,2850,True,True,85.8
8580-AECUZ,2,3,131,9,1,1,79.1,79.1,1,84,5001,True,True,79.1
7963-GQRMY,1,4,65,9,1,3,44.3,134.5,1,88,4903,True,True,44.3
1228-FZFRV,1,2,301,9,1,50,105.95,5341.8,1,79,5536,True,True,105.95
2058-DCJBE,2,3,129,9,1,5,69.75,324.6,1,99,3965,True,True,69.75
5364-XYIRR,2,3,261,9,1,51,94.65,4812.75,1,100,4747,True,True,94.65
4829-AUOAX,1,1,261,9,1,46,96.05,4399.5,1,77,2712,True,True,96.05
5047-LHVLY,2,4,73,9,1,1,50.15,50.15,1,98,3438,True,True,50.15
9158-VCTQB,2,1,321,9,1,41,113.6,4594.95,1,96,4963,True,True,113.6
6311-UEUME,2,3,131,9,1,29,78.9,2384.15,1,90,3249,True,True,78.9
6839-ITVZJ,2,3,214,8,1,26,60.05,1616.15,1,71,2039,True,True,60.05
0375-HVGXO,2,3,3,8,1,1,34.7,34.7,1,81,4476,True,True,34.7
8593-WHYHV,2,3,259,8,1,3,85.3,264.8,1,67,4934,True,True,85.3
6097-EQISJ,4,2,285,2,1,66,102.45,6615.15,1,82,4688,True,False,102.45
4423-YLHDV,2,1,301,2,1,21,104.4,2200.25,1,67,5570,True,True,104.4
0107-YHINA,2,3,269,2,1,1,99.75,99.75,1,93,4214,True,True,99.75
8640-SDGKB,2,3,80,2,1,4,74.4,299.7,1,69,3633,True,True,74.4
4116-TZAQJ,2,2,161,2,1,9,74.25,639.65,1,76,5393,True,True,74.25
3877-JRJIP,2,3,196,2,1,1,59.85,59.85,1,71,4017,True,True,59.85
8375-DKEBR,2,3,129,2,1,1,69.6,69.6,1,96,3438,True,True,69.6
7511-YMXVQ,2,3,4,2,1,9,45.4,418.8,1,81,5028,True,True,45.4
7551-JOHTI,1,4,193,2,1,1,19.5,19.5,1,77,5211,True,True,19.5
9804-ICWBG,2,3,129,2,1,1,69.9,69.9,1,88,3349,True,True,69.9
5318-IXUZF,2,1,147,8,1,2,87.15,183.75,1,72,4149,True,True,87.15
3198-VELRD,2,1,259,2,1,3,84.75,264.85,1,100,2014,True,True,84.75
9436-ZBZCT,2,3,264,2,1,14,89.95,1178.4,1,97,5463,True,True,89.95
7279-BUYWN,2,3,317,2,1,41,113.2,4689.5,1,89,3380,True,True,113.2
7156-MHUGY,2,3,132,2,1,13,90.5,1201.15,1,76,5394,True,True,90.5
7198-GLXTC,1,3,131,2,1,2,79.0,143.65,1,92,5239,True,True,79.0
0516-VRYBW,3,1,193,2,1,18,20.15,390.85,1,85,4931,True,False,20.15
8380-PEFPE,2,3,129,2,1,1,71.65,71.65,1,93,2377,True,True,71.65
5687-DKDTV,1,4,193,2,1,4,20.35,77.5,1,76,5984,True,True,20.35
7530-HDYDS,2,2,157,2,1,38,84.25,3264.5,1,70,2885,True,True,84.25
3096-IZETN,1,1,130,2,1,12,78.1,947.3,1,89,4741,True,True,78.1
5922-ABDVO,1,4,267,2,1,19,89.65,1761.05,1,74,3046,True,True,89.65
9172-ANCRX,2,3,293,2,1,10,98.7,973.25,1,68,5561,True,True,98.7
6910-HADCM,1,3,137,2,1,1,76.35,76.35,1,67,5613,True,True,76.35
4816-LXZYW,2,3,274,2,1,23,79.15,1676.95,1,68,5216,True,True,79.15
9606-PBKBQ,2,3,259,2,1,32,85.0,2642.05,1,94,4584,True,True,85.0
3536-IQCTX,1,3,259,2,1,32,85.3,2661.1,1,75,2712,True,True,85.3
4911-BANWH,2,2,260,2,1,31,86.55,2697.4,1,74,4198,True,True,86.55
8496-EJAUI,2,2,145,2,1,19,73.85,1424.5,1,89,2251,True,True,73.85
3132-TVFDZ,2,3,4,2,1,57,44.85,2572.95,1,82,5172,True,True,44.85
8080-DDEMJ,1,3,65,2,1,1,45.1,45.1,1,79,4499,True,True,45.1
6365-MTGZX,2,3,136,2,1,24,96.0,2122.45,1,71,3068,True,True,96.0
1349-WXNGG,1,1,193,2,1,1,20.05,20.05,1,66,4710,True,True,20.05
6990-YNRIO,5,1,305,2,1,65,108.65,6937.95,1,79,6120,True,False,108.65
0621-TWIEM,2,3,65,2,1,10,45.55,402.6,1,67,4097,True,True,45.55
2485-ITVKB,2,3,2,2,1,2,35.1,68.75,1,78,2643,True,True,35.1
3669-OYSJI,1,2,65,2,1,1,46.2,46.2,1,76,4167,True,True,46.2
1612-EOHDH,1,3,65,2,1,1,45.15,45.15,1,89,5828,True,True,45.15
6702-OHFWR,2,3,26,8,1,1,43.3,43.3,1,91,4972,True,True,43.3
4510-PYUSH,2,2,113,2,1,38,57.15,2250.65,1,75,3110,True,True,57.15
7517-SAWMO,2,3,161,2,1,19,73.2,1441.1,1,97,4718,True,True,73.2
4143-HHPMK,2,3,146,2,1,52,85.35,4338.6,1,98,6402,True,True,85.35
7054-LGEQW,1,4,65,2,1,1,45.95,45.95,1,69,4888,True,True,45.95
0923-PNFUB,1,3,147,2,1,3,83.75,247.25,1,65,4852,True,True,83.75
3494-JCHRQ,2,3,129,2,1,1,70.05,70.05,1,69,2699,True,True,70.05
6474-FVJLC,2,3,259,2,1,2,86.0,165.45,1,77,4546,True,True,86.0
8840-DQLGN,2,1,312,2,1,35,100.5,3653.35,1,81,4745,True,True,100.5
4547-LYTDD,1,3,258,2,1,16,72.65,1194.3,1,73,2850,True,True,72.65
6770-XUAGN,2,3,193,2,1,1,21.0,21.0,1,90,3753,True,True,21.0
4193-ORFCL,1,4,65,2,1,1,45.1,45.1,1,70,2740,True,True,45.1
7776-QWNFX,2,1,81,2,1,30,50.4,1527.5,1,83,4795,True,True,50.4
6689-TCZHQ,1,3,130,2,1,5,78.95,378.4,1,65,4054,True,True,78.95
3143-ILDAL,2,3,279,2,1,56,94.45,5124.6,1,96,4830,True,True,94.45
4720-VSTSI,2,1,282,2,1,44,84.8,3862.55,1,66,3997,True,True,84.8
3946-MHCZW,1,4,73,2,1,1,50.9,50.9,1,83,5111,True,True,50.9
6651-AZVTJ,2,3,269,2,1,49,99.8,4872.45,1,83,6088,True,True,99.8
4566-GOLUK,2,1,273,2,1,47,107.35,5118.95,1,98,3620,True,True,107.35
2484-DGXPZ,2,4,193,2,1,31,19.55,658.95,1,67,2687,True,True,19.55
4587-NUKOX,2,3,177,2,1,3,79.1,246.5,1,74,5339,True,True,79.1
0420-BWTPW,1,4,1,2,1,8,25.5,215.2,1,78,5578,True,True,25.5
8183-ONMXC,1,3,130,2,1,2,80.75,159.45,1,87,2176,True,True,80.75
9614-RMGHA,2,1,276,2,1,65,91.85,5940.85,1,82,5530,True,True,91.85
5054-IEXZT,2,3,145,2,1,1,75.35,75.35,1,90,5284,True,True,75.35
5834-ASPWA,2,3,258,2,1,1,75.45,75.45,1,74,5518,True,True,75.45
3948-XHGNA,2,1,97,2,1,24,49.55,1210.4,1,80,5005,True,True,49.55
0565-IYCGT,4,2,255,2,1,69,78.6,5356.45,1,93,6230,True,False,78.6
5445-UTODQ,2,3,131,8,1,7,81.1,576.65,1,87,3238,True,True,81.1
1024-VRZHF,2,3,258,2,1,11,74.95,825.7,1,70,2044,True,True,74.95
9497-QCMMS,2,3,261,4,1,1,93.55,93.55,1,81,5536,True,True,93.55
0348-SDKOL,2,2,273,14,1,58,102.1,5885.4,1,96,4415,True,True,102.1
4373-MAVJG,2,1,275,14,1,14,90.9,1259.0,1,70,5148,True,True,90.9
8901-HJXTF,1,4,17,14,1,12,29.2,309.1,1,94,3747,True,True,29.2
5419-KLXBN,2,1,155,5,1,25,89.15,2257.75,1,97,5853,True,True,89.15
3424-NMNBO,4,3,317,5,1,58,108.85,6287.25,1,91,4739,True,False,108.85
4514-GFCFI,2,3,260,5,1,16,84.75,1350.15,1,99,5136,True,True,84.75
9828-AOQLM,2,3,65,5,1,1,45.7,45.7,1,99,3187,True,True,45.7
8000-REIQB,2,3,129,5,1,1,69.95,69.95,1,94,3208,True,True,69.95
7615-ESMYF,1,3,4,5,1,2,44.6,97.1,1,70,5482,True,True,44.6
3858-VOBET,2,3,258,5,1,23,74.95,1710.45,1,89,5897,True,True,74.95
1447-PJGGA,6,3,140,5,1,57,95.25,5464.65,1,93,5789,True,False,95.25
8565-CLBZW,2,4,268,5,1,24,89.85,2165.05,1,95,2050,True,True,89.85
9139-WQQDY,3,4,277,5,1,49,100.45,4941.8,1,90,4235,True,False,100.45
0224-HJAPT,1,3,194,5,1,5,47.15,223.15,1,82,2857,True,True,47.15
8086-OVPWV,2,3,130,5,1,2,80.2,181.1,1,99,2384,True,True,80.2
9430-FRQOC,2,4,270,5,1,4,87.1,341.45,1,80,5587,True,True,87.1
3074-GQWYX,2,1,258,5,1,5,75.9,357.75,1,87,3520,True,True,75.9
6845-RGTYS,2,3,316,20,1,47,98.75,4533.7,1,80,4622,True,True,98.75
8861-HGGKB,1,3,259,20,1,10,86.45,830.85,1,80,5699,True,True,86.45
7065-YUNRY,2,4,65,20,1,1,45.3,45.3,1,69,3049,True,True,45.3
7694-VLBWQ,3,3,285,20,1,67,104.1,7040.85,1,74,4857,True,False,104.1
4795-KTRTH,2,3,274,20,1,5,81.0,371.65,1,99,4287,True,True,81.0
6481-OGDOO,4,2,178,20,1,67,90.6,6056.15,1,73,4394,True,False,90.6
3753-TSEMP,1,3,132,20,1,15,88.15,1390.6,1,79,2524,True,True,88.15
8305-VHZBZ,2,4,193,20,1,1,20.2,20.2,1,92,4325,True,True,20.2
9172-JITSM,2,3,132,8,1,26,90.8,2361.8,1,75,2641,True,True,90.8
6298-QDFNH,2,3,274,20,1,22,79.35,1730.35,1,68,4718,True,True,79.35
9961-JBNMK,2,1,140,20,1,21,96.8,2030.3,1,87,4317,True,True,96.8
6173-ITPWD,2,1,282,20,1,47,83.35,4065.0,1,98,2516,True,True,83.35
9734-UYXQI,2,3,194,20,1,2,49.4,106.55,1,97,5115,True,True,49.4
2189-UXTKY,2,3,233,20,1,22,79.2,1742.75,1,91,3410,True,True,79.2
4958-GZWIY,1,3,73,8,1,7,48.7,340.25,1,98,2984,True,True,48.7
6356-ELRKD,2,3,164,8,1,1,95.6,95.6,1,79,4091,True,True,95.6
8624-GIOUT,2,2,242,8,1,49,59.75,2934.3,1,78,6006,True,True,59.75
6179-GJPSO,2,2,184,17,1,43,108.15,4600.7,1,86,2833,True,True,108.15
3177-LASXD,1,3,129,18,1,1,71.35,71.35,1,77,2619,True,True,71.35
4897-QSUYC,2,4,193,2,1,1,20.15,20.15,1,86,4939,True,True,20.15
1084-UQCHV,1,1,129,2,1,1,69.75,69.75,1,66,2901,True,True,69.75
8290-YWKHZ,2,3,261,1,1,32,93.2,2931.0,1,90,5247,True,True,93.2
2955-BJZHG,1,3,131,1,1,17,80.85,1400.85,1,77,5174,True,True,80.85
3806-DXQOM,2,3,49,1,1,4,33.65,137.85,1,95,2563,True,True,33.65
9300-RENDD,2,3,131,2,1,1,79.95,79.95,1,99,4815,True,True,79.95
0761-AETCS,1,3,193,2,1,1,19.3,19.3,1,92,3236,True,True,19.3
2153-MREFK,4,3,303,2,1,37,99.2,3754.6,1,79,3599,True,False,99.2
3106-ULWFW,2,2,259,1,1,8,85.2,627.4,1,95,2887,True,True,85.2
0925-VYDLG,1,3,258,1,1,3,75.25,242.0,1,83,5898,True,True,75.25
4349-GFQHK,1,3,202,1,1,1,54.35,54.35,1,87,4212,True,True,54.35
7802-EFKNY,2,3,1,2,1,5,24.95,100.4,1,79,5865,True,True,24.95
8035-BUYVG,4,3,57,2,1,40,42.35,1716.45,1,67,5422,True,False,42.35
9787-XVQIU,2,3,258,2,1,1,75.3,75.3,1,100,3596,True,True,75.3
8945-MUQUF,4,3,308,1,1,51,94.8,4837.6,1,94,5074,True,False,94.8
8051-HJRLT,2,3,129,1,1,1,70.55,70.55,1,82,2146,True,True,70.55
3023-GFLBR,1,2,259,1,1,33,86.15,2745.7,1,66,3336,True,True,86.15
0524-IAVZO,2,3,259,8,1,30,85.0,2624.25,1,97,3698,True,True,85.0
2737-YNGYW,1,3,130,2,1,2,80.55,184.1,1,69,2856,True,True,80.55
5159-YFPKQ,2,3,137,2,1,2,75.8,160.75,1,98,5270,True,True,75.8
4021-RQSNY,2,3,269,1,1,29,98.5,3004.15,1,72,5137,True,True,98.5
9061-TIHDA,2,3,261,1,1,13,95.25,1233.65,1,97,2982,True,True,95.25
8699-ASUFO,2,4,258,1,1,7,74.4,527.9,1,96,4969,True,True,74.4
7927-AUXBZ,1,3,135,2,1,30,85.15,2555.9,1,76,4417,True,True,85.15
4695-WJZUE,2,3,267,2,1,2,88.55,179.25,1,80,3685,True,True,88.55
7619-ODSGN,1,3,226,2,1,24,54.75,1338.15,1,97,5699,True,True,54.75
3988-RQIXO,2,3,132,1,1,1,91.3,91.3,1,71,2371,True,True,91.3
2514-GINMM,2,3,131,1,1,1,79.5,79.5,1,92,4490,True,True,79.5
5931-FLJJF,2,4,129,1,1,7,70.1,467.55,1,83,3669,True,True,70.1
2659-VXMWZ,4,3,317,2,1,67,111.3,7482.1,1,85,4146,True,False,111.3
3207-OYBWH,2,1,283,2,1,57,95.25,5427.05,1,86,6259,True,True,95.25
4285-GYRQC,2,3,139,2,1,7,86.25,587.1,1,89,3344,True,True,86.25
7216-EWTRS,2,3,269,1,1,1,100.8,100.8,1,65,3128,True,True,100.8
8337-MSSXB,2,3,146,1,1,14,86.3,1180.95,1,74,3677,True,True,86.3
8182-BJDSI,2,3,275,1,1,28,89.95,2625.55,1,90,2468,True,True,89.95
2528-HFYZX,2,3,145,2,1,17,76.45,1233.4,1,92,3266,True,True,76.45
2482-CZGBB,2,3,129,2,1,10,70.0,740.0,1,67,3156,True,True,70.0
0866-QLSIR,4,4,246,2,1,34,64.4,2088.75,1,75,5189,True,False,64.4
7181-BQYBV,2,3,301,1,1,1,102.45,102.45,1,85,4811,True,True,102.45
6204-IEUXJ,1,2,141,1,1,3,80.1,217.55,1,65,4330,True,True,80.1
4529-CKBCL,2,3,131,1,1,2,80.2,146.05,1,85,4381,True,True,80.2
2506-CLAKW,2,1,190,2,1,6,98.15,567.45,1,80,3578,True,True,98.15
1583-IHQZE,2,4,289,2,1,12,112.95,1384.75,1,97,3965,True,True,112.95
0151-ONTOV,1,4,129,2,1,1,70.9,70.9,1,78,4739,True,True,70.9
4140-MUHUG,2,3,139,1,1,3,86.85,220.95,1,70,3561,True,True,86.85
0320-JDNQG,2,3,168,8,1,23,99.85,2331.3,1,83,3425,True,True,99.85
7180-PISOG,2,3,258,1,1,1,74.5,74.5,1,75,5554,True,True,74.5
3571-RFHAR,2,3,289,2,1,65,109.15,6941.2,1,99,6001,True,True,109.15
9578-VRMNM,2,2,203,2,1,16,65.2,1043.35,1,73,4722,True,True,65.2
1587-FKLZB,2,2,269,2,1,66,99.5,6822.15,1,96,4479,True,True,99.5
6140-QNRQQ,2,4,129,1,1,1,71.55,71.55,1,98,5739,True,True,71.55
4307-KTUMW,1,3,299,1,1,53,93.9,5029.2,1,68,5543,True,True,93.9
5440-FLBQG,6,1,289,1,1,69,108.4,7318.2,1,73,4708,True,False,108.4
7470-MCQTK,2,1,12,2,1,13,48.75,633.4,1,86,2655,True,True,48.75
7488-MXJIV,2,3,260,2,1,4,85.65,321.65,1,96,3223,True,True,85.65
2027-FECZV,2,3,285,2,1,12,106.7,1253.9,1,92,2406,True,True,106.7
2672-DZUOY,2,3,1,1,1,1,25.15,25.15,1,99,5386,True,True,25.15
3870-MQAMG,3,3,289,1,1,54,110.35,5893.15,1,90,6189,True,False,110.35
4800-CZMPC,4,2,309,1,1,48,103.25,5037.55,1,71,4736,True,False,103.25
7377-DMMRI,2,3,97,2,1,2,47.8,92.45,1,89,4134,True,True,47.8
8949-JTMAY,2,2,269,2,1,29,98.6,2933.2,1,72,5144,True,True,98.6
2774-LVQUS,2,3,270,2,1,15,83.05,1258.3,1,70,2596,True,True,83.05
3211-ILJTT,2,1,129,1,1,17,70.4,1214.05,1,67,4469,True,True,70.4
4612-THJBS,4,1,285,1,1,56,104.75,5510.65,1,93,5605,True,False,104.75
4094-NSEDU,2,3,261,1,1,21,94.25,1973.75,1,73,4819,True,True,94.25
5103-MHMHY,1,4,65,2,1,1,45.95,45.95,1,82,4563,True,True,45.95
1846-XWOQN,2,3,129,4,1,1,70.15,70.15,1,71,2825,True,True,70.15
0235-KGSLC,2,2,139,14,1,1,85.55,85.55,1,86,3967,True,True,85.55
2884-GBPFB,2,3,129,14,1,35,70.3,2416.55,1,79,5413,True,True,70.3
3757-NJYBX,1,1,285,14,1,32,106.35,3520.75,1,65,4113,True,True,106.35
5136-KCKGI,4,4,301,3,1,33,103.7,3467.0,1,76,4461,True,False,103.7
